word,log_odds_ratio
immunotherapies,0.1113
immunotherapy,0.03899
impact,-0.12513
impacted,0.19084
impacts,-0.289
impair,-0.43497
impaired,0.05343
impairment,-0.07953
impairments,-0.36767
impede,0.41284
impending,0.71422
imperative,0.11109
imperceptible,0.41227
imperfect,-0.43497
imperial,0.34781
impetus,0.71422
implant,0.11365
implantable,0.01388
implantation,0.23795
implanted,-0.04868
implanting,-0.289
implants,0.00155
implement,-0.49333
implicated,-0.54484
implication,0.41227
implications,-0.16573
implied,0.41227
implies,-0.06557
imply,-0.06557
importance,0.00734
important,-0.2186
importantly,0.17981
impossible,-0.42364
impotence,0.06
impotent,-0.06557
impressed,-0.46689
impressive,-0.26185
improper,0.11088
improve,0.02464
improved,-0.08028
improvement,-0.12913
improvements,-0.06233
improves,0.04047
improving,0.03284
impulses,0.11193
ims,0.19084
inability,0.4134
inaccurate,0.71422
inactivated,0.71422
inactivating,0.11088
inactive,-0.45874
inactivity,-0.19086
inadequate,-0.19086
inappropriate,-0.28813
inc,-0.02999
incentive,-0.24288
incentives,-0.19086
inch,0.34781
inching,0.41227
incidence,-0.16059
incipient,0.71422
incision,0.25348
incisions,-0.13302
include,-0.22737
included,-0.07202
includes,-0.23085
including,-0.18628
income,-0.06572
incomplete,0.4134
inconclusive,-0.289
inconsistent,-0.19189
inconsistently,0.41227
incontinence,0.17107
inconvenience,-0.36767
inconvenient,-0.06557
incorporated,0.19084
incorporates,-0.28813
incorporating,-0.19086
incorrectly,-0.3689
increase,-0.10108
increased,-0.10968
increases,-0.10519
increasing,-0.2278
increasingly,0.01436
incredible,0.3167
incredibly,-0.06617
incremental,-0.43497
incur,-0.06557
incurable,0.16986
ind,0.11088
indeed,-0.20729
indefinitely,0.19084
independence,0.11109
independent,-0.25384
independently,0.23717
inderal,0.41227
index,-0.02461
india,-0.19397
indian,-0.19086
indiana,-0.63271
indianapolis,-0.36767
indicate,-0.08988
indicated,-0.06679
indicates,-0.06679
indicating,0.01394
indication,0.17776
indications,0.06997
indicator,-0.28988
indicators,0.11109
indigenous,0.23639
indigestion,0.41227
indirect,-0.06557
individual,-0.1893
individualized,-0.49333
individually,-0.289
individuals,0.04364
indonesia,-0.13369
indoor,0.41397
induce,-0.46689
induced,0.25571
induction,0.11088
industries,0.19084
industry,-0.20578
ineffective,0.08182
ineligible,0.41284
inevitable,-0.43497
inexpensive,-0.08705
infancy,-0.24288
infant,-0.26185
infantile,0.4134
infants,-0.10944
infect,-0.49333
infected,0.04454
infecting,0.41227
infection,-0.08628
infections,-0.17726
infectious,-0.58127
inferior,-0.06557
infertile,-0.36767
infertility,0.03182
infirmary,-0.19086
inflamed,0.28946
inflammation,-0.04809
inflammatory,-0.05552
inflated,0.11088
influence,-0.51262
influenced,-0.25955
influential,-0.13302
influenza,0.15784
info,-0.06557
inform,-0.15374
information,-0.02961
informational,0.41227
informative,0.23639
informed,-0.25471
infrared,0.71422
infrequent,0.41284
infuse,0.11088
infused,-0.49333
infusing,-0.06557
infusion,-0.15493
infusions,-0.84911
ingelheim,-0.43497
ingenuity,0.41227
ingested,0.11109
ingesting,-0.36767
ingestion,-0.19086
ingredient,-0.09855
ingredients,-0.38726
inhalation,0.41227
inhaled,0.15008
inhaler,0.01382
inhales,0.41227
inhaling,0.4134
inherit,-0.06557
inherited,-0.21909
inhibit,-0.11198
inhibited,0.71422
inhibiting,-0.49333
inhibition,-0.19086
inhibitor,-0.02229
inhibitors,-0.1113
inhibits,0.06
initial,-0.14148
initially,-0.17515
initiate,0.41227
initiates,0.41284
initiating,0.11088
initiative,-0.19344
inject,0.23874
injectable,-0.1924
injectables,0.41227
injected,-0.00887
injecting,0.08182
injection,-0.19717
injections,-0.29989
injector,0.41227
injure,0.41284
injured,0.03664
injuries,-0.37392
injury,-0.26281
inner,0.41397
innovate,0.71422
innovation,-0.0033
innovations,0.11088
innovative,-0.01445
inoperable,-0.06572
inositol,0.41284
inpatient,0.23639
insel,-0.06557
insemination,0.41227
insert,0.25971
inserted,0.14456
inserting,-0.10114
insertion,0.23717
inserts,0.4134
inside,-0.03873
insight,-0.13302
insights,-0.06572
insignificant,0.23639
insisted,-0.19086
insomnia,-0.40688
inspect,0.41227
inspection,0.41227
inspire,-0.06557
inspired,0.51181
inspires,0.11088
install,0.4134
installed,0.41227
installing,0.41227
instance,-0.17025
instances,0.3167
instead,-0.15503
institut,-0.06557
institute,-0.15262
institutes,-0.08131
institutet,-0.06557
institution,0.23717
institutions,-0.19189
instructed,-0.54716
instructional,0.41227
instructions,-0.06602
instructor,0.3167
instructs,0.11088
instrument,0.01382
instruments,0.16986
insufficiency,-0.06557
insufficient,-0.70598
insulin,0.1031
insurance,-0.23253
insured,-0.19086
insurer,-0.36767
insurers,-0.49378
intact,-0.54484
intake,-0.61405
integral,0.41227
integrate,-0.06557
integrated,-0.13302
integrative,0.41512
intellectual,-0.36767
intellectually,0.11088
intelligence,0.6598
intended,-0.38726
intense,-0.22893
intensely,0.11109
intensify,0.41227
intensities,0.41227
intensity,0.31219
intensive,-0.55187
intention,0.11088
interact,-0.3689
interaction,0.17107
interactions,0.11172
interacts,-0.36767
intercourse,0.2677
interest,-0.01148
interested,-0.3752
interesting,-0.0311
interestingly,-0.15374
interests,0.01382
interfere,-0.02229
interfered,-0.06557
interfering,-0.11198
interferon,0.01382
interim,-0.36767
interleukin,-0.289
intermediate,0.11151
intermittent,-0.54484
intermountain,0.11088
internal,-0.31935
internally,0.41227
international,-0.07541
internet,-0.76885
internist,-0.03585
interpersonal,0.41227
interpret,-0.54484
interpretation,-0.01436
interpreting,-0.49333
interrupt,0.41284
interrupting,-0.06557
interval,0.41512
intervals,0.03182
intervene,0.01382
intervention,-0.023
interventional,-0.09456
interventions,-0.24711
interview,-0.02916
interviewed,-0.01436
interviews,-0.289
intestinal,0.03182
intestine,0.08182
intestines,0.1113
intimate,0.71422
intolerable,0.41284
intolerance,-0.19086
intolerant,0.41227
intra,0.11088
intractable,0.11088
intramuscular,0.11088
intraoperative,0.41227
intrauterine,-0.28813
intravenous,-0.19344
intricate,0.41227
intrigued,-0.36767
intriguing,-0.39399
introduced,-0.09456
introducing,0.335
introduction,-0.10114
intrusive,0.41227
intuitive,-0.43497
intuitively,0.41227
invaders,-0.06557
invalid,-0.43224
invaluable,0.41227
invasive,0.11347
invented,0.41569
inventor,0.01382
inventors,0.41227
inverse,-0.06557
invest,0.4134
invested,-0.43497
investigate,-0.06633
investigated,-0.25471
investigating,-0.49333
investigation,-0.02461
investigational,0.16986
investigator,-0.20578
investigators,-0.25384
investing,0.41227
investment,-0.40402
investments,0.11088
investor,0.4134
investors,-0.40402
invisible,-0.06557
invitation,0.41227
invited,-0.49333
involuntarily,0.41227
involuntary,-0.43497
involve,-0.08988
involved,-0.35819
involvement,-0.19137
involves,0.10913
involving,-0.21845
iodine,0.11088
iowa,0.04399
ipad,0.71422
iphone,0.11109
ipilimumab,0.01388
iq,-0.06572
iqs,0.41227
iran,-0.13369
iraq,-0.06617
ireland,-0.01445
iron,-0.19137
ironically,0.11088
irony,0.71422
irradiating,-0.06557
irregular,0.17107
irregularities,0.71422
irregularly,0.41227
irreversible,0.41397
irritability,0.11109
irritable,0.46836
irritants,0.71422
irritate,0.71422
irritation,-0.16401
irvine,-0.19137
irving,0.41227
irwin,0.41227
ischemic,-0.46689
island,-0.19397
islands,-0.10114
islet,0.41227
islets,0.41227
isoflavones,0.11088
isolated,-0.19137
isolating,0.11088
isolation,0.11109
israel,-0.18574
israeli,0.11109
issue,-0.10872
issued,-0.37265
issues,-0.28959
issuing,0.41227
istockphoto,-0.28988
italian,0.06048
italy,0.12896
itchiness,0.58985
itching,-0.54484
itchy,0.04399
iu,-0.19137
iud,-0.19086
iuds,-0.19086
iv,-0.34496
ivacaftor,0.41227
ivf,0.01382
ivoire,-0.10114
ix,0.11088
jack,-0.06602
jacks,0.41227
jackson,0.01382
jacob,0.11088
jacqueline,0.41227
jae,0.41227
jama,-0.70869
jamahiriya,-0.10114
jamaica,-0.10114
james,-0.11364
jamie,0.4134
jams,0.41227
jan,0.00027
jane,0.06
janet,-0.13302
january,0.00027
japan,-0.1424
japanese,-0.11198
jar,-0.06557
jared,-0.06557
jason,-0.33075
javascript,-0.12125
jaw,-0.70598
jawbone,-0.28813
jaws,0.11088
jay,0.20935
jdrf,-0.06557
jeff,-0.06572
jefferies,0.58985
jefferson,-0.06587
jeffrey,-0.27355
jellies,0.41227
jen,0.71422
jenifer,-0.06572
jenkins,0.71422
jenner,0.11088
jennifer,-0.05186
jeopardy,0.11088
jeremy,-0.19086
jerry,0.41227
jersey,-0.21153
jessica,0.51181
jewish,0.15784
jill,-0.06557
jim,-0.06572
jin,0.41284
jnj,-0.06557
joann,-0.13302
job,-0.20665
jobs,0.01382
joe,0.16986
joel,-0.01436
jog,0.71422
jogging,0.01382
johann,0.71422
johannes,-0.19137
john,-0.32493
johns,-0.02665
johnson,0.03899
join,-0.19189
joined,-0.19189
joining,-0.28813
joins,0.11088
joint,0.16014
jointly,0.11109
joints,0.5342
jolla,0.11088
jon,0.41454
jonathan,-0.24288
jones,0.11151
jonsson,-0.19086
jordan,0.05343
jose,0.01382
joseph,-0.25471
josephine,0.41227
joshua,-0.289
joslin,0.23639
journal,-0.1838
journalist,-0.28813
journals,0.11193
journey,-0.13302
joy,-0.13302
joyce,0.41284
jr,0.483
juan,0.41227
jude,-0.54484
judge,-0.36767
judges,0.71422
judging,-0.28813
judgment,-0.54716
judith,0.41284
judy,-0.28813
juice,-0.61519
juices,-0.19086
julia,-0.28813
julian,0.41227
julie,-0.19137
july,-0.21984
jump,0.23874
jumped,0.01388
jumping,-0.19137
june,-0.10377
junk,-0.06557
jupiter,-0.06557
jury,-0.54484
justification,-0.06557
justify,-0.24288
justin,-0.36767
juvenile,0.41512
kaklamani,0.71422
kale,0.4134
kalydeco,0.11088
kang,0.41227
kansas,-0.13302
karen,-0.09456
karolinska,-0.01436
kate,-0.06572
katherine,-0.59095
kathleen,-0.25955
kathryn,-0.36767
katie,-0.19086
kaufman,0.41227
kausik,0.41227
kavaler,0.11088
kay,0.11088
kayaking,0.41227
kazakhstan,-0.13369
keck,0.1113
keep,-0.1474
keeping,-0.28512
keeps,-0.17028
keith,0.07681
keller,0.41227
kelly,-0.13302
ken,-0.59095
kennedy,0.23639
kenneth,-0.59095
kenya,-0.13369
kept,-0.1113
keratoses,0.41227
ketamine,0.23639
kettering,-0.49925
kevin,-0.13369
key,-0.03662
keyhole,0.41227
keynote,0.41227
keys,0.01382
keytruda,0.49466
kg,0.11088
kgaa,-0.06557
kick,-0.25955
kicking,0.28811
kicks,0.11088
kickstarter,0.41227
kid,-0.43818
kidding,0.11088
kidney,-0.24882
kidneys,-0.16401
kids,-0.19436
kill,-0.10857
killed,-0.37139
killer,0.01394
killers,-0.06572
killing,-0.20822
kills,-0.02264
kim,-0.31827
kimberly,-0.06557
kimmel,0.19084
kinase,0.11088
kind,-0.11667
kinds,-0.21748
kinesiology,0.11088
king,-0.16401
kingdom,-0.19502
kinks,0.41227
kiribati,-0.10114
kit,-0.36767
kitchen,0.19084
kits,0.01382
kitts,-0.10114
klein,0.01382
km,0.41227
knee,0.22386
knees,0.52671
knew,-0.12779
knife,-0.06557
knock,0.28811
know,-0.20602
knowing,-0.30715
knowledge,-0.30904
known,-0.08441
knows,-0.33721
komaroff,0.41227
komen,-0.19086
kong,0.00155
korea,-0.19292
korean,-0.36767
kowalski,1.0171
kris,0.01382
kronos,0.41227
kuh,0.11088
kuwait,-0.10114
kyrgyzstan,-0.10114
la,-0.06648
lab,-0.1543
label,-0.25335
labeled,0.23639
labels,-0.76885
labor,-0.76885
laboratories,0.11236
laboratory,-0.01148
laborious,0.41227
labs,-0.03585
lack,-0.0826
lacked,-0.06572
lacking,0.2677
lacroix,0.41227
lactobacillus,-0.06557
lactose,0.23639
laden,0.11088
laid,-0.06557
lainhart,0.71422
lake,0.23795
lama,0.41227
lamisil,0.11088
lamp,0.41227
lamps,0.89124
lancet,-0.05973
land,0.19084
landing,0.11088
landmark,-0.93771
landmarks,0.11088
landro,-0.28813
landscape,0.23717
lange,0.41227
langone,-0.40688
language,-0.16059
lanka,-0.10114
laos,-0.10114
lap,-0.36767
laparoscopic,-0.06587
laparoscopy,0.28811
lapse,0.11088
lapses,0.23639
laptop,0.41284
lara,0.41227
large,-0.15971
largely,-0.13178
larger,-0.1005
largest,-0.05577
larry,-0.49333
las,-0.19086
laser,0.26986
lasers,-0.06572
lasker,0.41227
last,-0.34115
lasted,0.08296
lasting,-0.38581
lasts,-0.14365
late,-0.02909
lately,-0.06557
later,-0.14497
lateral,-0.43497
latest,-0.16948
latimes,-0.55426
latinos,0.11088
latkarenkaplan,-0.19086
latmelissahealy,-0.70598
latter,-0.49528
latvia,-0.10114
laugh,0.28811
launch,-0.10114
launched,0.07067
launches,0.41227
launching,-0.28813
laura,-0.41662
lauran,0.41227
lauren,-0.28813
laurie,-0.06557
law,0.14469
lawmakers,-0.06557
lawrence,-0.70598
laws,-0.24288
lawsuit,-0.28813
lay,-0.06572
layer,0.11151
layers,0.11088
laying,-0.19086
lays,0.71422
ldl,0.16777
lead,-0.11979
leader,-0.18242
leaders,-0.24288
leading,-0.12552
leads,-0.00887
leaf,0.11088
leafy,-0.33075
league,-0.06572
leakage,0.11088
leaks,0.01382
leaky,-0.06557
lean,0.49466
leaned,0.11088
leap,0.51181
leaps,0.11109
learn,-0.09626
learned,-0.05577
learning,0.11431
lease,0.11088
least,-0.14682
leave,-0.13712
leaves,0.00155
leaving,-0.53275
lebanon,-0.14644
lecture,-0.06557
lecturer,-0.19086
led,-0.07931
lee,-0.17028
leeds,-0.19086
leeks,0.41227
leena,0.41227
left,-0.16321
leg,0.09333
legal,-0.43657
legalization,0.41227
legalize,0.41284
legalized,0.23639
legally,-0.33075
legislation,0.11088
legitimate,0.23639
legs,0.16072
legumes,-0.24288
lehrer,0.41227
leicester,0.41284
leiden,0.11088
leif,0.41227
lemon,0.11088
len,-0.11198
lends,-0.06557
length,-0.26715
lengthen,-0.43497
lengths,0.71422
lengthy,-0.06587
lennon,0.41227
lenox,-0.36697
lens,-0.24288
lenses,-0.06557
lentils,0.41227
leo,0.71422
leonard,-0.43497
leone,0.08182
leptin,0.41227
lescol,0.41227
lesion,0.52671
lesions,0.42452
lesley,0.71422
leslie,1.11494
lesotho,-0.10114
less,-0.20456
lessen,-0.3689
lessening,0.41227
lesson,-0.54484
lessons,-0.19137
leste,-0.10114
let,-0.11054
lethal,-0.87296
lets,-0.43657
letter,-0.84911
letters,-0.0033
letting,-0.36767
lettuce,0.41284
leukemia,-0.08705
level,0.05435
levels,0.05547
lever,0.41227
levodopa,0.23639
lewis,-0.06557
lexapro,0.11109
li,0.23639
liberia,-0.16401
libido,-0.36767
library,-0.13021
libyan,-0.10114
license,0.11109
licensed,-0.35255
licensing,-0.49333
lichtenfeld,-0.289
licorice,0.41227
lidocaine,0.23639
lie,0.1113
lieberman,0.71422
liechtenstein,-0.10114
lies,-0.289
life,-0.03475
lifelong,0.35734
lifesaving,-0.63271
lifestyle,-0.20609
lifestyles,0.81356
lifetime,-0.34191
lifetimes,-0.06557
lift,0.11193
lifted,0.41284
lifting,0.06
lifts,0.11088
ligaments,0.11109
light,-0.08187
lighted,0.11088
lighter,-0.06557
lights,-0.289
lightweight,0.11088
lignans,0.41227
lij,-0.06557
like,-0.13772
liked,0.11109
likelihood,-0.19449
likely,-0.09177
likened,-0.06557
likes,0.4134
likewise,0.23639
lilly,-0.33075
lily,0.41227
lim,0.11088
limb,0.04399
limbs,-0.49333
limit,-0.02009
limitation,-0.47841
limitations,-0.32439
limited,-0.15169
limiting,-0.15493
limits,0.17107
limp,0.41227
limping,0.41284
lin,-0.06572
linda,0.25971
linden,0.71422
line,-0.21793
lined,0.11088
lines,0.14469
lining,0.21114
link,-0.19436
linked,-0.08035
linking,-0.63271
linkoping,0.11088
links,-0.13369
linolenic,-0.19086
lipid,0.06
lipids,0.19084
lipitor,-0.22701
lipoprotein,-0.36767
lipoproteins,0.41227
liposuction,0.11109
lips,0.23639
lipton,0.41284
liquid,-0.03264
liquids,0.89124
lisa,-0.01436
lisbon,0.89124
list,-0.18712
listed,-0.3689
listen,0.16986
listened,0.23639
listening,0.58985
lists,-0.63271
liter,0.23639
literally,-0.06602
literature,-0.61519
liters,0.11088
lithium,-0.19086
lithuania,-0.10114
little,-0.18112
littleton,0.41227
live,-0.03945
lived,-0.49925
lively,0.11088
liver,0.06101
lives,-0.04965
living,-0.30557
liz,-0.36767
llc,-0.36767
load,-0.13302
loaded,-0.13302
loading,-0.09017
lobes,0.41227
local,0.01412
localized,0.3167
locally,0.01382
locate,0.23639
located,0.28946
location,-0.10114
locations,-0.10114
lock,-0.28813
locke,0.41227
locked,0.41227
locker,0.11088
locust,0.41227
loder,0.11088
log,0.23639
logged,0.41227
logo,0.89367
loma,0.11088
lona,0.11088
london,0.38079
long,-0.21209
longer,-0.18168
longest,-0.1924
longevity,-0.0033
longitudinal,0.71422
longo,0.11088
look,-0.20504
looked,-0.06027
looking,-0.11312
looks,-0.36211
looms,0.41227
loop,0.4134
loosen,0.4134
lopes,0.41227
lopez,0.41284
lopressor,0.41227
los,-0.26123
lose,-0.18694
loses,-0.06557
losing,-0.3258
loss,-0.07104
lost,-0.28145
lot,-0.17087
lots,-0.16059
lott,0.41227
loud,-0.36767
louis,-0.22893
louisville,0.11109
lousy,-0.06557
lovastatin,0.41227
love,-0.11364
loved,-0.13369
lover,0.71422
lovers,0.11088
loves,0.41284
loving,0.41227
low,-0.08818
lower,-0.14699
lowered,-0.01895
lowering,-0.04755
lowers,-0.1924
lowest,-0.16573
loyola,0.71422
lozano,0.41227
lozenge,-0.06557
lozenges,-0.43497
lsd,0.11109
ltd,-0.15374
lucas,0.58985
lucentis,-0.28813
lucia,-0.16401
luck,0.11088
lucky,0.25971
lucy,0.41227
ludwig,-0.19086
luke,0.19084
lumbar,-0.19086
lump,-0.13302
lumpectomy,0.19084
lumps,-0.06572
lunch,-0.11198
lung,0.02931
lunges,0.41227
lungs,-0.15861
lupus,0.41284
lurie,0.41227
lutein,0.11088
luxembourg,-0.0033
lvad,0.41227
lvads,0.41227
ly,-0.71432
lycopene,-0.28813
lying,-0.13302
lymph,-0.16401
lymphoma,0.04426
lynn,-0.24288
lynne,0.71422
lyon,0.41284
lysergic,0.41227
macao,-0.10114
macedonia,-0.10114
machine,-0.11888
machinery,0.01382
machines,0.05343
macula,-0.19086
macular,-0.22701
madagascar,-0.13369
made,-0.21977
madison,-0.36767
mads,0.41227
magazine,-0.13302
magic,-0.38949
magnesium,-0.19137
magnet,-0.06557
magnetic,0.27604
magnets,0.71422
magnification,0.41284
magnifying,-0.06557
magnitude,-0.06602
maharishi,0.41227
mail,-0.53927
main,-0.23512
maine,-0.36767
mainly,-0.42364
mainstay,-0.06572
mainstream,-0.28988
maintain,-0.16749
maintained,0.05343
maintaining,-0.25955
maintains,0.11109
maintenance,-0.0033
major,-0.12448
majority,-0.14916
make,-0.16528
maker,-0.2777
makers,-0.54413
makes,-0.15438
makeup,-0.24288
making,-0.194
maladies,0.41227
malaria,-0.19086
malawi,-0.13369
malaysia,-0.13369
maldives,-0.10114
male,-0.20729
males,0.35734
malfunctioning,0.11088
malfunctions,0.71422
mali,-0.10114
malignancies,0.04399
malignancy,0.30583
malignant,0.27689
malmgren,0.41227
malnutrition,0.23639
malta,-0.10114
malvinas,-0.10114
mammogram,0.03664
mammograms,-0.01455
mammographic,0.41227
mammography,0.03664
mammoth,0.41227
man,-0.157
manage,0.14137
managed,-0.09017
management,-0.20665
manager,-0.13369
managers,0.11088
manages,0.11088
managing,-0.21153
manber,-0.06557
manchester,0.63711
mandate,0.41227
mandated,0.23639
mandy,0.11088
maneuver,0.41227
manhattan,0.06997
manic,-0.19086
manifests,0.11088
manipulate,0.41284
manipulation,0.01382
mann,0.1113
manner,-0.49333
manson,-0.13302
manual,-0.19086
manually,0.4134
manuel,0.41227
manufacture,0.11088
manufactured,-0.46689
manufacturer,-0.10313
manufacturers,-0.47841
manufactures,-0.06572
manufacturing,-0.01436
many,-0.33326
map,-0.06572
mapping,0.71422
maps,0.71422
marathon,0.28811
marathoners,0.41227
marathons,-0.19086
marc,-0.06587
march,-0.01001
marco,-0.19086
marcus,0.71422
margaret,0.23639
margarine,-0.28813
margery,0.71422
margin,0.04399
marginal,0.11109
marginally,0.41284
maria,-0.31827
mariana,-0.10114
marie,0.11109
marijuana,0.07681
marilyn,0.89124
marine,0.01382
marino,-0.06617
marisa,-0.06557
mark,-0.03093
marked,-0.17028
markedly,0.16986
marker,0.32792
markers,0.17354
market,-0.15735
marketed,-0.17254
marketers,0.23639
marketing,-0.19609
marketplace,0.11088
markets,-0.76885
marks,0.37567
marlborough,0.41227
marriage,0.11109
married,-0.43497
marrow,-0.38949
marsden,0.71572
marshall,-0.03585
mart,-0.06557
martha,0.23639
martial,0.4134
martin,-0.11198
martinique,-0.10114
marveled,0.41227
mary,-0.00755
maryland,-0.41662
marzo,0.41227
mask,-0.13302
masks,0.41227
mason,0.23639
mass,-0.13264
massachusetts,-0.21984
massage,-0.52197
masses,0.41284
massive,-0.19189
mastectomies,-0.06557
mastectomy,0.04399
master,-0.28813
match,0.04426
matched,-0.0033
matches,0.71422
matching,0.89124
material,-0.27745
materials,0.29083
maternal,-0.73852
mathematical,-0.19137
matt,0.20935
matter,0.12505
matters,-0.1924
matthew,-0.03585
matthews,0.71422
mature,-0.06572
maugh,-0.11198
mauritania,-0.10114
mauritius,-0.10114
max,-0.19137
maximal,0.41227
maximum,-0.13369
maxine,0.41227
maxwell,0.41227
may,-0.13131
maybe,0.00027
mayen,-0.10114
mayo,-0.24153
mayotte,-0.10114
mcdaniel,0.11088
mcdermid,0.41227
mcg,0.11088
mcgill,-0.28813
mci,0.23639
mclean,0.11109
mcquay,0.41227
md,0.03302
mdma,0.23639
mdt,0.41227
meal,-0.00755
meals,-0.19344
mean,-0.19245
meaning,-0.13926
meaningful,-0.24569
means,-0.3127
meant,0.01911
meantime,-0.15493
meanwell,0.41227
meanwhile,-0.24856
measles,0.11088
measurable,-0.63271
measurably,0.11109
measure,-0.07542
measured,-0.03093
measurement,0.03182
measurements,0.30583
measures,-0.08221
measuring,0.09668
meat,-0.00755
meats,-0.13302
mech,0.41227
mechanical,-0.19137
mechanically,0.11088
mechanism,-0.18242
mechanisms,-0.06648
med,0.41227
media,-0.00755
median,-0.23089
mediated,0.41227
medical,-0.21186
medically,-0.24288
medicare,-0.51262
medicated,-0.19086
medication,-0.03858
medications,-0.19746
medicinal,-0.13369
medicine,-0.21898
medicines,-0.24192
medics,0.41227
meditate,0.41227
meditation,-0.02787
meditative,1.0171
mediterranean,-0.0033
medium,-0.06602
medscape,0.71422
medtronic,-0.01445
meenu,0.41227
meet,-0.38619
meeting,-0.02451
meetings,-0.10944
meets,-0.19086
mefenamic,0.41227
mega,-0.06557
megan,-0.06557
melanoma,-0.17254
melbourne,-0.10114
melinda,-0.11198
melissa,-0.06617
member,-0.15736
members,-0.21924
memorial,-0.23089
memories,-0.52197
memorize,0.11088
memory,0.02592
men,-0.07582
mend,0.71422
meniscus,-0.06557
menlo,-0.06557
menopausal,-0.11281
menopause,-0.00769
menstrual,-0.06633
mental,-0.27173
mentally,0.3167
menthol,0.11088
mention,-0.28813
mentioned,0.06
mercedes,0.41227
merck,0.14137
mercy,0.11088
mere,-0.19086
merging,0.41227
meridia,0.41227
merit,-0.19086
merits,0.49466
mesh,0.19084
mess,-0.06572
message,-0.61967
messages,-0.19189
messaging,-0.28813
met,0.10036
meta,-0.21909
metabolic,-0.13642
metabolism,-0.18242
metabolized,0.11088
metal,0.06997
metallic,0.23639
metals,-0.06557
metastases,-0.19086
metastasis,0.71572
metastasized,-0.19086
metastatic,-0.01455
meters,0.11088
metformin,-0.59095
methicillin,0.41227
method,0.04878
methodist,0.71422
methodology,-0.02787
methods,-0.07579
methotrexate,0.11088
methyl,0.41227
metoprolol,0.11088
mets,0.11088
mevacor,0.41227
mexican,-0.19086
mexico,-0.21153
mg,-0.006
miami,0.05639
mice,0.0871
michael,-0.10753
michele,-0.06557
michelle,-0.43497
michigan,0.05639
michos,0.41227
microarray,-0.06557
microbes,0.2677
microbial,0.41284
microbiology,-0.36767
microbiome,-0.19086
microbiota,0.23639
micrograms,-0.63271
microneedle,0.41227
microneedles,0.41227
micronesia,-0.10114
microscope,-0.19189
microscopic,-0.01445
microwave,0.11088
mid,0.04983
middle,-0.08411
midlife,0.41284
midnight,-0.28813
midsection,0.11088
midst,-0.43497
midstage,-0.13302
might,-0.23236
migraine,0.20362
migraines,0.37986
migrate,-0.06557
mike,0.15784
milan,0.1113
mild,-0.10058
milder,-0.22701
miles,0.11236
milestone,-0.24288
military,0.23717
milk,-0.18242
millennia,0.11088
miller,0.08182
milligram,-0.19189
milligrams,-0.29895
milliliter,-0.43497
millimeter,-0.19086
million,-0.03517
millions,-0.08756
mimic,0.06997
mimicking,0.11109
mimics,-0.19086
min,0.11088
mind,0.01087
mindful,-0.19086
mindfulness,0.4134
minds,-0.06587
mineola,-0.06557
mineral,-0.31827
minerals,0.25971
mini,0.19084
miniature,0.11109
minimal,0.08052
minimally,0.26269
minimize,-0.28988
minimizing,-0.49333
minimum,0.1113
minn,-0.26812
minneapolis,-0.06587
minnesota,-0.37014
minor,-0.37139
minorities,0.41284
minority,-0.73852
mint,0.11088
minus,0.11088
minute,-0.00532
minutes,-0.1705
miquelon,-0.10114
miracle,-0.16401
miraculous,-0.28813
mirena,0.11088
mirror,-0.36767
mirza,0.41227
miscarriage,0.16986
miscarriages,0.41284
miserable,0.08182
misery,0.01382
misinterpreted,-0.19086
miss,-0.01455
missed,-0.23504
misses,-0.28813
missing,-0.38726
mission,0.4134
missouri,-0.43497
misspelled,-0.06557
misstated,-0.19086
mist,0.41227
mistake,-0.19137
mistaken,0.58985
mistakenly,-0.36767
mistakes,-0.06557
misunderstood,0.11088
misuse,0.11088
misused,0.11088
mit,0.11109
mitchell,-0.73852
mithoefer,0.41284
mitigate,0.23639
mitochondria,-0.06557
mitral,0.41227
mix,-0.571
mixed,-0.18574
mixing,-0.06557
mixture,0.23717
ml,0.19084
mm,0.19084
mmol,0.41227
mobile,0.62146
mobility,0.11172
modalities,0.41284
modality,-0.06557
mode,-0.06557
model,-0.08155
modeling,-0.19086
models,0.17776
moderate,-0.07541
moderated,-0.19086
moderately,-0.15374
moderation,-0.43497
modern,-0.41662
modest,-0.39614
modification,-0.06557
modifications,-0.06572
modified,-0.16401
modify,0.28811
modifying,0.01382
modulate,0.01382
modulators,-0.19086
moffitt,-0.06557
moist,0.41284
moisturizers,0.71422
mold,0.71422
moldova,-0.10114
molecular,-0.06695
molecule,-0.26185
molecules,-0.09855
mom,-0.21909
moment,-0.10599
moments,0.3167
momentum,0.11088
mommy,0.11088
moms,-0.54484
mona,0.41227
monaco,-0.13369
monash,-0.28813
monday,-0.09299
mone,0.41227
money,-0.25464
mongolia,-0.10114
monica,-0.67085
monique,0.41227
monitor,0.07867
monitored,-0.05466
monitoring,0.18131
monitors,0.11193
monoclonal,0.1113
monosaccharides,0.41227
monounsaturated,0.11109
monoxide,-0.06557
monster,-0.19086
montefiore,-0.571
montenegro,-0.10114
month,-0.20408
monthly,-0.25342
months,-0.0928
montreal,0.19084
montserrat,-0.10114
mood,-0.00887
moods,-0.19086
moore,-0.36767
morbidity,0.71422
morbidly,0.41284
moreover,-0.29076
morgan,0.11088
morning,0.03991
morocco,-0.10114
morphine,-0.19086
morris,-0.06557
morrison,0.41227
morrissey,0.41227
mortality,-0.34762
morton,0.41227
moss,0.41227
